"LOB","Claim_Number","Claimant_Sequence","Party_Update","Coverage_Code_Detail","Claim_Type","ref_claim_number"
CA,2925737,4,"3rd Party",Prop Damage,AL,"2925737-4"
CA,2926156,1,"1st Party",Comp ,APD,"2926156-1"
CA,2926164,1,"1st Party",Coll,APD,"2926164-1"
CA,2926164,2,"3rd Party",Prop Damage,AL,"2926164-2"
CA,2926253,1,"1st Party",Coll,APD,"2926253-1"
CA,2926253,2,"3rd Party",Prop Damage,AL,"2926253-2"
CA,2926253,3,"3rd Party",Prop Damage,AL,"2926253-3"
CA,2926295,1,"1st Party",Coll,APD,"2926295-1"
CA,2926295,2,"3rd Party",Prop Damage,AL,"2926295-2"
CA,2926635,1,"1st Party",Coll,APD,"2926635-1"
CA,2926635,2,"3rd Party",Prop Damage,AL,"2926635-2"
CA,2926639,1,"1st Party",Comp ,APD,"2926639-1"
CA,2926753,1,"1st Party",Comp ,APD,"2926753-1"
CA,2926753,2,"1st Party",Comp ,APD,"2926753-2"
CA,2927156,1,"1st Party",Prop Damage,APD,"2927156-1"
CA,2927156,2,"3rd Party",Prop Damage,AL,"2927156-2"
CA,2927301,1,"3rd Party",Prop Damage,AL,"2927301-1"
CA,2928070,1,"1st Party",Coll,APD,"2928070-1"
CA,2928085,1,"3rd Party",Prop Damage,AL,"2928085-1"
CA,2928382,1,"1st Party",Coll,APD,"2928382-1"
CA,2928382,2,"3rd Party",Prop Damage,AL,"2928382-2"
CA,2928418,1,"1st Party",Coll,APD,"2928418-1"
CA,2928500,1,"1st Party",Coll,APD,"2928500-1"
CA,2928500,2,"3rd Party",Prop Damage,AL,"2928500-2"
CA,2929630,1,"1st Party",Comp ,APD,"2929630-1"
CA,2929774,1,"1st Party",Prop Damage,APD,"2929774-1"
CA,2929774,2,"3rd Party",Prop Damage,AL,"2929774-2"
CA,2930488,1,"1st Party",Coll,APD,"2930488-1"
CA,2930488,2,"3rd Party",Prop Damage,AL,"2930488-2"
CA,2931208,1,"1st Party",Comp ,APD,"2931208-1"
CA,2931208,2,"3rd Party",Prop Damage,AL,"2931208-2"
CA,2931275,1,"1st Party",Coll,APD,"2931275-1"
CA,2931275,2,"3rd Party",Prop Damage,AL,"2931275-2"
CA,2931294,1,"1st Party",Coll,APD,"2931294-1"
CA,2931294,2,"3rd Party",Prop Damage,AL,"2931294-2"
CA,2931386,1,"1st Party",Coll,APD,"2931386-1"
CA,2931386,2,"3rd Party",Prop Damage,AL,"2931386-2"
CA,2931386,3,"3rd Party",Prop Damage,AL,"2931386-3"
CA,2931386,4,"1st Party",Med Pay,APD,"2931386-4"
CA,2931386,5,"3rd Party",Prop Damage,AL,"2931386-5"
CA,2931386,6,"3rd Party",Prop Damage,AL,"2931386-6"
CA,2931386,7,"3rd Party",Prop Damage,AL,"2931386-7"
CA,2931386,8,"3rd Party",Prop Damage,AL,"2931386-8"
CA,2931386,9,"3rd Party",Prop Damage,AL,"2931386-9"
CA,2931386,10,"3rd Party",Prop Damage,AL,"2931386-10"
CA,2931386,11,"3rd Party",Prop Damage,AL,"2931386-11"
CA,2931386,12,"3rd Party",Prop Damage,AL,"2931386-12"
CA,2931651,1,"1st Party",Comp ,APD,"2931651-1"
CA,2931688,1,"3rd Party",Prop Damage,AL,"2931688-1"
CA,2931803,1,"1st Party",Coll,APD,"2931803-1"
CA,2931803,2,"3rd Party",Prop Damage,AL,"2931803-2"
CA,2932216,1,"1st Party",Coll,APD,"2932216-1"
CA,2932216,2,"3rd Party",Prop Damage,AL,"2932216-2"
CA,2932723,1,"3rd Party",Prop Damage,AL,"2932723-1"
CA,2932723,2,"3rd Party",Prop Damage,AL,"2932723-2"
CA,2932760,1,"1st Party",Prop Damage,APD,"2932760-1"
CA,2932803,1,"1st Party",Prop Damage,APD,"2932803-1"
CA,2932803,2,"3rd Party",Prop Damage,AL,"2932803-2"
CA,2932803,3,"3rd Party",Prop Damage,AL,"2932803-3"
CA,2933578,1,"1st Party",Comp ,APD,"2933578-1"
CA,2933619,1,"1st Party",Comp ,APD,"2933619-1"
CA,2941070,1,"3rd Party",Coll,AL,"2941070-1"
CA,2941070,2,"3rd Party",Prop Damage,AL,"2941070-2"
CA,2941070,3,"1st Party",Med Pay,APD,"2941070-3"
CA,2941367,1,"1st Party",Coll,APD,"2941367-1"
CA,2941367,2,"3rd Party",Prop Damage,AL,"2941367-2"
CA,2941367,3,"1st Party",PIP,APD,"2941367-3"
CA,2941367,4,"3rd Party",PIP,AL,"2941367-4"
CA,2941367,5,"3rd Party",Uninsured motorist,AL,"2941367-5"
CA,2941378,1,"3rd Party",Prop Damage,AL,"2941378-1"
CA,2941430,1,"1st Party",Coll,APD,"2941430-1"
CA,2941430,2,"1st Party",Comp ,APD,"2941430-2"
CA,2941511,1,"1st Party",Prop Damage,APD,"2941511-1"
CA,2941511,2,"3rd Party",Prop Damage,AL,"2941511-2"
CA,2941528,1,"1st Party",Coll,APD,"2941528-1"
CA,2941528,2,"3rd Party",Prop Damage,AL,"2941528-2"
CA,2941606,1,"3rd Party",Prop Damage,AL,"2941606-1"
CA,2941764,1,"1st Party",Coll,APD,"2941764-1"
CA,2941764,2,"3rd Party",Prop Damage,AL,"2941764-2"
CA,2941764,3,"3rd Party",Prop Damage,AL,"2941764-3"
CA,2941823,1,"1st Party",Comp ,APD,"2941823-1"
CA,2941837,1,"1st Party",Coll,APD,"2941837-1"
CA,2941837,2,"3rd Party",Prop Damage,AL,"2941837-2"
CA,2941837,3,"3rd Party",Prop Damage,AL,"2941837-3"
CA,2942004,1,"3rd Party",Prop Damage,AL,"2942004-1"
CA,2942025,1,"1st Party",Coll,APD,"2942025-1"
CA,2942025,2,"3rd Party",Prop Damage,AL,"2942025-2"
CA,2942045,1,"1st Party",Coll,APD,"2942045-1"
CA,2942045,2,"3rd Party",Prop Damage,AL,"2942045-2"
CA,2942045,3,"3rd Party",Prop Damage,AL,"2942045-3"
CA,2942093,1,"1st Party",Prop Damage,APD,"2942093-1"
CA,2942093,2,"3rd Party",Prop Damage,AL,"2942093-2"
CA,2942521,1,"1st Party",Coll,APD,"2942521-1"
CA,2942521,2,"3rd Party",Prop Damage,AL,"2942521-2"
CA,2942542,1,"1st Party",Coll,APD,"2942542-1"
CA,2942542,2,"3rd Party",Prop Damage,AL,"2942542-2"
CA,2942631,1,"1st Party",Coll,APD,"2942631-1"
CA,2942631,2,"3rd Party",Prop Damage,AL,"2942631-2"
CA,2942631,3,"3rd Party",Prop Damage,AL,"2942631-3"
CA,2942631,4,"3rd Party",Prop Damage,AL,"2942631-4"
CA,2942650,1,"1st Party",Prop Damage,APD,"2942650-1"
CA,2942650,2,"1st Party",Coll,APD,"2942650-2"
CA,2942650,3,"3rd Party",Prop Damage,AL,"2942650-3"
CA,2942695,1,"1st Party",Prop Damage,APD,"2942695-1"
CA,2942695,2,"3rd Party",Prop Damage,AL,"2942695-2"
CA,2942695,3,"1st Party",Additional Personal Injury Protection,APD,"2942695-3"
CA,2942695,4,"3rd Party",Prop Damage,AL,"2942695-4"
CA,2942695,5,"3rd Party",Prop Damage,AL,"2942695-5"
CA,2943369,1,"1st Party",Prop Damage,APD,"2943369-1"
CA,2943369,2,"3rd Party",Prop Damage,AL,"2943369-2"
CA,2943934,1,"1st Party",Coll,APD,"2943934-1"
CA,2943934,2,"3rd Party",Prop Damage,AL,"2943934-2"
CA,2944396,1,"1st Party",Prop Damage,APD,"2944396-1"
CA,2944396,2,"3rd Party",Prop Damage,AL,"2944396-2"
CA,2944562,1,"1st Party",Coll,APD,"2944562-1"
CA,2944562,2,"3rd Party",Prop Damage,AL,"2944562-2"
CA,2944562,3,"3rd Party",Prop Damage,AL,"2944562-3"
CA,2944562,4,"3rd Party",Prop Damage,AL,"2944562-4"
CA,2945014,1,"3rd Party",Prop Damage,AL,"2945014-1"
CA,2945176,1,"1st Party",Coll,APD,"2945176-1"
CA,2945176,2,"3rd Party",Prop Damage,AL,"2945176-2"
CA,2945184,1,"3rd Party",Prop Damage,AL,"2945184-1"
CA,2945184,2,"3rd Party",Prop Damage,AL,"2945184-2"
CA,2945485,1,"1st Party",Prop Damage,APD,"2945485-1"
CA,2945485,2,"3rd Party",Prop Damage,AL,"2945485-2"
CA,2945485,3,"3rd Party",Prop Damage,AL,"2945485-3"
CA,2945523,1,"3rd Party",Prop Damage,AL,"2945523-1"
CA,2945557,1,"1st Party",Coll,APD,"2945557-1"
CA,2945557,2,"3rd Party",Prop Damage,AL,"2945557-2"
CA,2945557,3,"3rd Party",Prop Damage,AL,"2945557-3"
CA,2945642,1,"3rd Party",Prop Damage,AL,"2945642-1"
CA,2945642,2,"3rd Party",Prop Damage,AL,"2945642-2"
CA,2945642,3,"3rd Party",Prop Damage,AL,"2945642-3"
CA,2945642,4,"3rd Party",Prop Damage,AL,"2945642-4"
CA,2946096,1,"1st Party",Coll,APD,"2946096-1"
CA,2946096,2,"3rd Party",Prop Damage,AL,"2946096-2"
CA,2946141,1,"1st Party",Comp ,APD,"2946141-1"
CA,2946342,1,"1st Party",Coll,APD,"2946342-1"
CA,2946342,2,"3rd Party",Prop Damage,AL,"2946342-2"
CA,2946584,1,"1st Party",Towing/VMM/Theft,APD,"2946584-1"
CA,2946584,2,"1st Party",Towing/VMM/Theft,APD,"2946584-2"
CA,2946751,1,"1st Party",Coll,APD,"2946751-1"
CA,2946751,2,"3rd Party",Prop Damage,AL,"2946751-2"
CA,2946767,1,"1st Party",Coll,APD,"2946767-1"
CA,2946767,2,"3rd Party",Prop Damage,AL,"2946767-2"
CA,2946852,1,"3rd Party",Prop Damage,AL,"2946852-1"
CA,2946860,1,"1st Party",Coll,APD,"2946860-1"
CA,2946876,1,"3rd Party",Prop Damage,AL,"2946876-1"
CA,2946955,1,"1st Party",Prop Damage,APD,"2946955-1"
CA,2946955,2,"3rd Party",Prop Damage,AL,"2946955-2"
CA,2947056,1,"1st Party",Coll,APD,"2947056-1"
CA,2947056,2,"3rd Party",Coll,AL,"2947056-2"
CA,2947131,1,"1st Party",Coll,APD,"2947131-1"
CA,2947131,2,"3rd Party",Prop Damage,AL,"2947131-2"
CA,2947904,1,"3rd Party",PIP,AL,"2947904-1"
CA,2947904,2,"3rd Party",Prop Damage,AL,"2947904-2"
CA,2948006,1,"1st Party",Comp ,APD,"2948006-1"
CA,2948200,1,"1st Party",Prop Damage,APD,"2948200-1"
CA,2948200,2,"3rd Party",Prop Damage,AL,"2948200-2"
CA,2948437,1,"1st Party",Coll,APD,"2948437-1"
CA,2986023,1,"1st party",Coll,APD,"2986023-1"
CA,2986023,2,"3rd Party",Prop Damage,AL,"2986023-2"
CA,2986029,1,"1st Party",Coll,APD,"2986029-1"
CA,2986029,2,"3rd Party",Prop Damage,AL,"2986029-2"
CA,2986068,1,"1st Party",Coll,APD,"2986068-1"
CA,2986068,2,"3rd Party",Prop Damage,AL,"2986068-2"
CA,2986391,1,"1st Party",Coll,APD,"2986391-1"
CA,2986571,1,"3rd Party",Prop Damage,AL,"2986571-1"
CA,2987062,1,"3rd Party",Prop Damage,AL,"2987062-1"
CA,2987184,1,"1st Party",Prop Damage,APD,"2987184-1"
CA,2987184,2,"3rd Party",Prop Damage,AL,"2987184-2"
CA,2987184,3,"3rd Party",Prop Damage,AL,"2987184-3"
CA,2987222,1,"3rd Party",Prop Damage,AL,"2987222-1"
CA,2987222,2,"1st Party",Coll,APD,"2987222-2"
CA,2987222,3,"3rd Party",Prop Damage,AL,"2987222-3"
CA,2987232,1,"3rd Party",Prop Damage,AL,"2987232-1"
CA,2987232,2,"1st Party",Coll,APD,"2987232-2"
CA,2987299,1,"1st Party",Comp ,APD,"2987299-1"
CA,2987434,1,"1st Party",Comp ,APD,"2987434-1"
CA,2987850,1,"3rd Party",Prop Damage,AL,"2987850-1"
CA,2987966,1,"1st Party",Prop Damage,APD,"2987966-1"
CA,2987966,2,"3rd Party",Prop Damage,AL,"2987966-2"
CA,2988028,1,"3rd Party",Prop Damage,AL,"2988028-1"
CA,2988082,1,"1st Party",Coll,APD,"2988082-1"
CA,2988082,2,"3rd Party",Coll,AL,"2988082-2"
CA,2988087,1,"1st Party",Coll,APD,"2988087-1"
CA,2988087,2,"3rd Party",Prop Damage,AL,"2988087-2"
CA,2988136,1,"1st Party",Coll,APD,"2988136-1"
CA,2988136,2,"3rd Party",Prop Damage,AL,"2988136-2"
CA,2988136,3,"3rd Party",Prop Damage,AL,"2988136-3"
CA,2988272,1,"1st Party",Coll,APD,"2988272-1"
CA,2988272,2,"3rd Party",Coll,AL,"2988272-2"
CA,2948437,2,"3rd Party",Prop Damage,AL,"2948437-2"
CA,2948437,3,"3rd Party",Prop Damage,AL,"2948437-3"
CA,2948447,1,"3rd Party",Prop Damage,AL,"2948447-1"
CA,2948666,1,"1st Party",Coll,APD,"2948666-1"
CA,2948779,1,"3rd Party",Prop Damage,AL,"2948779-1"
CA,2949339,1,"1st Party",Coll,APD,"2949339-1"
CA,2949339,2,"3rd Party",Prop Damage,AL,"2949339-2"
CA,2949339,3,"3rd Party",Prop Damage,AL,"2949339-3"
CA,2949339,4,"3rd Party",Prop Damage,AL,"2949339-4"
CA,2949339,5,"3rd Party",Prop Damage,AL,"2949339-5"
CA,2949682,1,"3rd Party",Prop Damage,AL,"2949682-1"
CA,2949815,1,"1st Party",Coll,APD,"2949815-1"
CA,2949815,2,"3rd Party",Prop Damage,AL,"2949815-2"
CA,2949927,1,"1st Party",Coll,APD,"2949927-1"
CA,2950016,1,"1st Party",Prop Damage,APD,"2950016-1"
CA,2950016,2,"3rd Party",Prop Damage,AL,"2950016-2"
CA,2950184,1,"1st Party",Coll,APD,"2950184-1"
CA,2950184,2,"3rd Party",Coll,AL,"2950184-2"
CA,2950184,3,"3rd Party",Prop Damage,AL,"2950184-3"
CA,2950184,4,"3rd Party",Prop Damage,AL,"2950184-4"
CA,2950184,5,"3rd Party",Prop Damage,AL,"2950184-5"
CA,2950512,1,"1st Party",Prop Damage,APD,"2950512-1"
CA,2950512,2,"3rd Party",Prop Damage,AL,"2950512-2"
CA,2950764,1,"1st Party",Comp ,APD,"2950764-1"
CA,2950899,1,"1st Party",Coll,APD,"2950899-1"
CA,2950899,2,"3rd Party",Prop Damage,AL,"2950899-2"
CA,2950899,3,"3rd Party",Prop Damage,AL,"2950899-3"
CA,2951046,1,"1st Party",Coll,APD,"2951046-1"
CA,2951046,2,"3rd Party",Prop Damage,AL,"2951046-2"
CA,2951046,3,"3rd Party",Prop Damage,AL,"2951046-3"
CA,2951472,1,"1st Party",Prop Damage,APD,"2951472-1"
CA,2951472,2,"3rd Party",Prop Damage,AL,"2951472-2"
CA,2951557,1,"1st Party",Comp ,APD,"2951557-1"
CA,2951962,1,"1st Party",Coll,APD,"2951962-1"
CA,2951962,2,"3rd Party",Prop Damage,AL,"2951962-2"
CA,2952095,1,"1st Party",Coll,APD,"2952095-1"
CA,2952095,2,"3rd Party",Prop Damage,AL,"2952095-2"
CA,2952095,3,"3rd Party",Prop Damage,AL,"2952095-3"
CA,2952095,4,"3rd Party",Prop Damage,AL,"2952095-4"
CA,2952409,1,"3rd Party",Prop Damage,AL,"2952409-1"
CA,2952467,1,"1st Party",Prop Damage,APD,"2952467-1"
CA,2952467,2,"3rd Party",Prop Damage,AL,"2952467-2"
CA,2953409,1,"1st Party",Coll,APD,"2953409-1"
CA,2953409,2,"3rd Party",Prop Damage,AL,"2953409-2"
CA,2953645,1,"1st Party",Coll,APD,"2953645-1"
CA,2953645,2,"3rd Party",Prop Damage,AL,"2953645-2"
CA,2953808,1,"1st party",Coll,APD,"2953808-1"
CA,2953808,2,"3rd Party",Prop Damage,AL,"2953808-2"
CA,2953834,1,"1st Party",Prop Damage,APD,"2953834-1"
CA,2953834,2,"3rd Party",Prop Damage,AL,"2953834-2"
CA,2953849,1,"3rd Party",Prop Damage,AL,"2953849-1"
CA,2954008,1,"1st Party",Coll,APD,"2954008-1"
CA,2954008,2,"3rd Party",Prop Damage,AL,"2954008-2"
CA,2954057,1,"1st Party",Prop Damage,APD,"2954057-1"
CA,2954057,2,"3rd Party",Prop Damage,AL,"2954057-2"
CA,2954057,3,"3rd Party",Prop Damage,AL,"2954057-3"
CA,2954057,4,"3rd Party",Prop Damage,AL,"2954057-4"
CA,2954057,5,"3rd Party",Prop Damage,AL,"2954057-5"
CA,2954167,1,"1st Party",Comp ,APD,"2954167-1"
CA,2954216,1,"1st Party",Prop Damage,APD,"2954216-1"
CA,2954216,2,"3rd Party",Prop Damage,AL,"2954216-2"
CA,2954216,3,"3rd Party",Prop Damage,AL,"2954216-3"
CA,2954216,4,"3rd Party",Prop Damage,AL,"2954216-4"
CA,2954245,1,"1st Party",Coll,APD,"2954245-1"
CA,2954245,2,"3rd Party",Prop Damage,AL,"2954245-2"
CA,2954245,3,"3rd Party",Prop Damage,AL,"2954245-3"
CA,2954363,1,"1st Party",Coll,APD,"2954363-1"
CA,2954363,2,"3rd Party",Prop Damage,AL,"2954363-2"
CA,2954596,1,"1st Party",Prop Damage,APD,"2954596-1"
CA,2954596,2,"3rd Party",Prop Damage,AL,"2954596-2"
CA,2954596,3,"3rd Party",Prop Damage,AL,"2954596-3"
CA,2954702,1,"3rd Party",Prop Damage,AL,"2954702-1"
CA,2954864,1,"1st Party",Comp ,APD,"2954864-1"
CA,2955443,1,"1st Party",Comp ,APD,"2955443-1"
CA,2955498,1,"1st Party",UM Bodily Injury,APD,"2955498-1"
CA,2955621,1,"1st Party",Coll,APD,"2955621-1"
CA,2955621,2,"3rd Party",Prop Damage,AL,"2955621-2"
CA,2955682,1,"1st Party",Coll,APD,"2955682-1"
CA,2955682,2,"3rd Party",Prop Damage,AL,"2955682-2"
CA,2955682,3,"3rd Party",Coll,AL,"2955682-3"
CA,2956161,1,"3rd Party",Prop Damage,AL,"2956161-1"
CA,2956161,2,"3rd Party",Prop Damage,AL,"2956161-2"
CA,2956232,1,"3rd Party",Prop Damage,AL,"2956232-1"
CA,2956232,2,"3rd Party",Prop Damage,AL,"2956232-2"
CA,2956323,1,"1st Party",Prop Damage,APD,"2956323-1"
CA,2956323,2,"1st Party",Med Pay,APD,"2956323-2"
CA,2956323,3,"3rd Party",Prop Damage,AL,"2956323-3"
CA,2956336,1,"3rd Party",Prop Damage,AL,"2956336-1"
CA,2956645,1,"1st Party",Prop Damage,APD,"2956645-1"
CA,2956645,2,"3rd Party",Prop Damage,AL,"2956645-2"
CA,2956952,1,"1st Party",Coll,APD,"2956952-1"
CA,2956952,2,"3rd Party",Prop Damage,AL,"2956952-2"
CA,2956952,3,"3rd Party",Prop Damage,AL,"2956952-3"
CA,2956975,1,"1st Party",Coll,APD,"2956975-1"
CA,2956975,2,"3rd Party",Prop Damage,AL,"2956975-2"
CA,2956975,3,"3rd Party",Prop Damage,AL,"2956975-3"
CA,2956975,4,"3rd Party",Prop Damage,AL,"2956975-4"
CA,2956975,5,"3rd Party",Prop Damage,AL,"2956975-5"
CA,2956975,6,"1st Party",Coll,APD,"2956975-6"
CA,2957002,1,"3rd Party",Prop Damage,AL,"2957002-1"
CA,2957107,1,"1st Party",Coll,APD,"2957107-1"
CA,2957107,2,"3rd Party",Prop Damage,AL,"2957107-2"
CA,2957160,1,"1st Party",Coll,APD,"2957160-1"
CA,2957160,2,"3rd Party",Prop Damage,AL,"2957160-2"
CA,2957372,1,"1st Party",Coll,APD,"2957372-1"
CA,2957372,2,"3rd Party",Prop Damage,AL,"2957372-2"
CA,2957493,1,"1st Party",Comp ,APD,"2957493-1"
CA,2957529,1,"3rd Party",Prop Damage,AL,"2957529-1"
CA,2957550,1,"1st Party",Prop Damage,APD,"2957550-1"
CA,2957550,2,"3rd Party",Prop Damage,AL,"2957550-2"
CA,2957615,1,"1st Party",Comp ,APD,"2957615-1"
CA,2957735,1,"3rd Party",Liability PD,AL,"2957735-1"
CA,2957947,1,"1st Party",Coll,APD,"2957947-1"
CA,2957947,2,"3rd Party",Prop Damage,AL,"2957947-2"
CA,2957994,1,"1st Party",Coll,APD,"2957994-1"
CA,2957994,2,"1st Party",Prop Damage,APD,"2957994-2"
CA,2957994,3,"3rd Party",Prop Damage,AL,"2957994-3"
CA,2957994,4,"3rd Party",Prop Damage,AL,"2957994-4"
CA,2958128,1,"1st Party",Prop Damage,APD,"2958128-1"
CA,2958128,2,"3rd Party",Prop Damage,AL,"2958128-2"
CA,2958128,3,"3rd Party",Prop Damage,AL,"2958128-3"
CA,2958225,1,"3rd Party",Prop Damage,AL,"2958225-1"
CA,2958378,1,"1st Party",Coll,APD,"2958378-1"
CA,2958378,2,"3rd Party",Prop Damage,AL,"2958378-2"
CA,2958513,1,"1st Party",Comp ,APD,"2958513-1"
CA,2958533,1,"1st Party",Coll,APD,"2958533-1"
CA,2958705,1,"3rd Party",Prop Damage,AL,"2958705-1"
CA,2958729,1,"3rd Party",Prop Damage,AL,"2958729-1"
CA,2958897,1,"1st Party",Coll,APD,"2958897-1"
CA,2958897,2,"3rd Party",Coll,AL,"2958897-2"
CA,2958897,3,"1st Party",Coll,APD,"2958897-3"
CA,2958897,4,"3rd Party",PIP,AL,"2958897-4"
CA,2958897,5,"3rd Party",PIP,AL,"2958897-5"
CA,2958897,6,"1st Party",PIP,APD,"2958897-6"
CA,2958958,1,"1st Party",Coll,APD,"2958958-1"
CA,2959070,1,"1st Party",Prop Damage,APD,"2959070-1"
CA,2959070,2,"3rd Party",Prop Damage,AL,"2959070-2"
CA,2959100,1,"1st Party",Prop Damage,APD,"2959100-1"
CA,2959100,2,"3rd Party",Prop Damage,AL,"2959100-2"
CA,2959660,1,"1st Party",Coll,APD,"2959660-1"
CA,2959660,2,"3rd Party",Prop Damage,AL,"2959660-2"
CA,2960136,1,"1st Party",Coll,APD,"2960136-1"
CA,2960136,2,"3rd Party",Prop Damage,AL,"2960136-2"
CA,2960136,3,"3rd Party",Prop Damage,AL,"2960136-3"
CA,2960187,1,"1st Party",Comp ,APD,"2960187-1"
CA,2960223,1,"1st Party",Coll,APD,"2960223-1"
CA,2960223,2,"3rd Party",Prop Damage,AL,"2960223-2"
CA,2960253,1,"1st Party",Coll,APD,"2960253-1"
CA,2960253,2,"3rd Party",Prop Damage,AL,"2960253-2"
CA,2960266,1,"1st Party",Prop Damage,APD,"2960266-1"
CA,2960266,2,"3rd Party",Prop Damage,AL,"2960266-2"
CA,2960596,1,"1st Party",Coll,APD,"2960596-1"
CA,2960596,2,"3rd Party",Prop Damage,AL,"2960596-2"
CA,2960596,3,"3rd Party",Prop Damage,AL,"2960596-3"
CA,2960614,1,"1st Party",Comp ,APD,"2960614-1"
CA,2960780,1,"1st Party",Coll,APD,"2960780-1"
CA,2960780,2,"3rd Party",Prop Damage,AL,"2960780-2"
CA,2961048,1,"1st Party",Prop Damage,APD,"2961048-1"
CA,2961048,2,"3rd Party",Prop Damage,AL,"2961048-2"
CA,2961048,3,"3rd Party",Prop Damage,AL,"2961048-3"
CA,2961048,4,"3rd Party",Prop Damage,AL,"2961048-4"
CA,2961086,1,"1st Party",Coll,APD,"2961086-1"
CA,2961086,2,"3rd Party",Prop Damage,AL,"2961086-2"
CA,2961086,3,"3rd Party",Prop Damage,AL,"2961086-3"
CA,2961146,1,"1st Party",Prop Damage,APD,"2961146-1"
CA,2961146,2,"3rd Party",Prop Damage,AL,"2961146-2"
CA,2961146,3,"3rd Party",Prop Damage,AL,"2961146-3"
CA,2961289,1,"1st Party",Coll,APD,"2961289-1"
CA,2961289,2,"3rd Party",Prop Damage,AL,"2961289-2"
CA,2961456,1,"1st Party",Prop Damage,APD,"2961456-1"
CA,2961456,2,"3rd Party",Prop Damage,AL,"2961456-2"
CA,2961456,3,"3rd Party",Prop Damage,AL,"2961456-3"
CA,2961476,1,"1st Party",Coll,APD,"2961476-1"
CA,2961476,2,"3rd Party",Prop Damage,AL,"2961476-2"
CA,2961476,3,"3rd Party",Prop Damage,AL,"2961476-3"
CA,2961560,1,"1st Party",Coll,APD,"2961560-1"
CA,2961560,2,"3rd Party",Prop Damage,AL,"2961560-2"
CA,2961581,1,"1st Party",Coll,APD,"2961581-1"
CA,2961581,2,"3rd Party",Prop Damage,AL,"2961581-2"
CA,2961919,1,"1st Party",Coll,APD,"2961919-1"
CA,2961934,1,"1st party",Coll,APD,"2961934-1"
CA,2961934,2,"1st party",Coll,APD,"2961934-2"
CA,2961968,1,"1st Party",Coll,APD,"2961968-1"
CA,2961968,2,"3rd Party",Prop Damage,AL,"2961968-2"
CA,2962192,1,"1st Party",Prop Damage,APD,"2962192-1"
CA,2962192,2,"3rd Party",Prop Damage,AL,"2962192-2"
CA,2962449,1,"1st Party",Towing/VMM/Theft,APD,"2962449-1"
CA,2962483,1,"1st Party",Prop Damage,APD,"2962483-1"
CA,2962483,2,"3rd Party",Prop Damage,AL,"2962483-2"
CA,2962586,1,"3rd Party",Prop Damage,AL,"2962586-1"
CA,2962719,1,"3rd Party",Prop Damage,AL,"2962719-1"
CA,2962729,1,"1st Party",Prop Damage,APD,"2962729-1"
CA,2962729,2,"3rd Party",Prop Damage,AL,"2962729-2"
CA,2962892,1,"1st Party",Prop Damage,APD,"2962892-1"
CA,2962892,2,"3rd Party",Prop Damage,AL,"2962892-2"
CA,2962954,1,"3rd Party",Prop Damage,AL,"2962954-1"
CA,2963282,1,"1st Party",Prop Damage,APD,"2963282-1"
CA,2963282,2,"3rd Party",Prop Damage,AL,"2963282-2"
CA,2963282,3,"3rd Party",Prop Damage,AL,"2963282-3"
CA,2963361,1,"1st Party",Prop Damage,APD,"2963361-1"
CA,2963361,2,"3rd Party",Prop Damage,AL,"2963361-2"
CA,2963751,1,"1st Party",Coll,APD,"2963751-1"
CA,2963751,2,"3rd Party",Prop Damage,AL,"2963751-2"
CA,2964047,1,"1st Party",Coll,APD,"2964047-1"
CA,2964330,1,"1st Party",Comp ,APD,"2964330-1"
CA,2964856,1,"3rd Party",Prop Damage,AL,"2964856-1"
CA,2964940,1,"1st Party",Coll,APD,"2964940-1"
CA,2964940,2,"3rd Party",Prop Damage,AL,"2964940-2"
CA,2964940,3,"3rd Party",Uninsured motorist,AL,"2964940-3"
CA,2964940,4,"1st Party",PIP,APD,"2964940-4"
CA,2964957,1,"1st Party",Prop Damage,APD,"2964957-1"
CA,2964957,2,"3rd Party",Prop Damage,AL,"2964957-2"
CA,2965035,1,"1st Party",Coll,APD,"2965035-1"
CA,2965035,2,"3rd Party",Prop Damage,AL,"2965035-2"
CA,2965070,1,"1st Party",Prop Damage,APD,"2965070-1"
CA,2965070,2,"3rd Party",Prop Damage,AL,"2965070-2"
CA,2965146,1,"3rd Party",Prop Damage,AL,"2965146-1"
CA,2965525,1,"3rd Party",Prop Damage,AL,"2965525-1"
CA,2965722,1,"1st Party",Prop Damage,APD,"2965722-1"
CA,2965722,2,"3rd Party",Prop Damage,AL,"2965722-2"
CA,2965722,3,"3rd Party",Prop Damage,AL,"2965722-3"
CA,2966343,1,"1st Party",Coll,APD,"2966343-1"
CA,2966343,2,"3rd Party",Prop Damage,AL,"2966343-2"
CA,2966467,1,"3rd Party",Prop Damage,AL,"2966467-1"
CA,2966467,2,"3rd Party",Prop Damage,AL,"2966467-2"
CA,2967026,1,"1st Party",Coll,APD,"2967026-1"
CA,2967167,1,"1st Party",Prop Damage,APD,"2967167-1"
CA,2967167,2,"3rd Party",Prop Damage,AL,"2967167-2"
CA,2967266,1,"3rd Party",Prop Damage,AL,"2967266-1"
CA,2967266,2,"3rd Party",Prop Damage,AL,"2967266-2"
CA,2967993,1,"3rd Party",Prop Damage,AL,"2967993-1"
CA,2968158,1,"1st Party",Prop Damage,APD,"2968158-1"
CA,2968158,2,"3rd Party",Prop Damage,AL,"2968158-2"
CA,2968256,1,"1st Party",Coll,APD,"2968256-1"
